equipment ID,Part number,Processed date/time,Lot No.,Measured Value
e15542,247,4/22/2024 6:49,0422-0247-00165,0
e15542,247,4/22/2024 6:49,0422-0247-00166,65.535
e15542,247,4/22/2024 6:49,0422-0247-00188,0.005
e15542,247,4/22/2024 9:21,0422-0247-00183,0.014
e15542,247,4/22/2024 9:21,0422-0247-00180,0.012
e15542,247,4/22/2024 9:21,0422-0247-00185,65.535
e15542,247,4/22/2024 9:21,0422-0247-00198,0.002
e15542,247,4/22/2024 9:22,0422-0247-00200,0.003
e15542,247,4/22/2024 9:22,0422-0247-00203,0.007
e15542,247,4/22/2024 9:22,0422-0247-00196,0.007
e15542,247,4/22/2024 9:22,0422-0247-00210,0.021
e15542,247,4/22/2024 9:23,0422-0247-00223,0.006
e15542,247,4/22/2024 9:23,0422-0247-00215,0.018
e15542,247,4/22/2024 9:23,0422-0247-00228,0.033
e15542,247,4/22/2024 9:23,0422-0247-00226,65.532
e15542,247,4/22/2024 9:23,0422-0247-00231,0.009
e15542,247,4/22/2024 9:24,0422-0247-00237,0
e15542,247,4/22/2024 9:24,0422-0247-00249,0.003
e15542,247,4/22/2024 9:24,0422-0247-00239,0.016
e15542,247,4/22/2024 9:24,0422-0247-00256,0.003
e15542,247,4/22/2024 9:24,0422-0247-00241,0.031
e15542,247,4/22/2024 9:25,0422-0247-00243,0.015
e15542,247,4/22/2024 9:25,0422-0247-00267,0.012
e15542,247,4/22/2024 9:25,0422-0247-00257,0.008
e15542,247,4/22/2024 9:25,0422-0247-00279,0.013
e15542,247,4/22/2024 9:26,0422-0247-00275,0.011
e15542,247,4/22/2024 9:26,0422-0247-00286,0.004
e15542,247,4/22/2024 9:26,0422-0247-00281,0.016
e15542,247,4/22/2024 9:26,0422-0247-00271,0.014
e15542,247,4/22/2024 9:27,0422-0247-00292,0.009
e15542,247,4/22/2024 9:27,0422-0247-00278,0.009
e15542,247,4/22/2024 9:27,0422-0247-00283,0.01
e15542,247,4/22/2024 9:27,0422-0247-00303,0.007
e15542,247,4/22/2024 9:27,0422-0247-00290,0.008
e15542,247,4/22/2024 9:27,0422-0247-00305,0.004
e15542,247,4/22/2024 9:28,0422-0247-00323,0.003
e15542,247,4/22/2024 9:28,0422-0247-00317,0
e15542,247,4/22/2024 9:28,0422-0247-00330,0.004
e15542,247,4/22/2024 9:28,0422-0247-00313,0.005
e15542,247,4/22/2024 9:29,0422-0247-00320,0.003
e15542,247,4/22/2024 9:29,0422-0247-00339,0.012
e15542,247,4/22/2024 9:29,0422-0247-00346,0.005
e15542,247,4/22/2024 9:29,0422-0247-00340,65.535
e15542,247,4/22/2024 9:29,0422-0247-00342,0.006
e15542,247,4/22/2024 9:31,0422-0247-00357,0.007
e15542,247,4/22/2024 9:31,0422-0247-00341,0.006
e15542,247,4/22/2024 9:31,0422-0247-00356,65.534
e15542,247,4/22/2024 9:31,0422-0247-00373,65.532
e15542,247,4/22/2024 9:31,0422-0247-00353,65.535
e15542,247,4/22/2024 9:31,0422-0247-00370,0.004
e15542,247,4/22/2024 9:32,0422-0247-00380,0.01
e15542,247,4/22/2024 9:32,0422-0247-00377,0.001
e15542,247,4/22/2024 9:32,0422-0247-00400,0.004
e15542,247,4/22/2024 9:32,0422-0247-00402,65.532
e15542,247,4/22/2024 9:33,0422-0247-00391,0.002
e15542,247,4/22/2024 9:33,0422-0247-00406,65.53
e15542,247,4/22/2024 9:33,0422-0247-00381,0.001
e15542,247,4/22/2024 9:33,0422-0247-00413,0.002
e15542,247,4/22/2024 9:34,0422-0247-00405,0.008
e15542,247,4/22/2024 9:34,0422-0247-00398,0.001
e15542,247,4/22/2024 9:34,0422-0247-00425,0.033
e15542,247,4/22/2024 9:34,0422-0247-00429,0.006
e15542,247,4/22/2024 9:34,0422-0247-00422,0.015
e15542,247,4/22/2024 9:35,0422-0247-00421,0.005
e15542,247,4/22/2024 9:35,0422-0247-00440,0.002
e15542,247,4/22/2024 9:35,0422-0247-00441,0.02
e15542,247,4/22/2024 9:35,0422-0247-00423,0.028
e15542,247,4/22/2024 9:35,0422-0247-00439,0.001
e15542,247,4/22/2024 9:36,0422-0247-00445,0.013
e15542,247,4/22/2024 9:36,0422-0247-00456,0.011
e15542,247,4/22/2024 9:36,0422-0247-00442,0.005
e15542,247,4/22/2024 9:36,0422-0247-00451,0
e15542,247,4/22/2024 9:37,0422-0247-00462,65.532
e15542,247,4/22/2024 9:37,0422-0247-00466,0.004
e15542,247,4/22/2024 9:37,0422-0247-00464,0
e15542,247,4/22/2024 9:37,0422-0247-00460,0.004
e15542,247,4/22/2024 9:37,0422-0247-00483,0.013
e15542,247,4/22/2024 9:38,0422-0247-00491,0.009
e15542,247,4/22/2024 9:38,0422-0247-00485,0.01
e15542,247,4/22/2024 9:38,0422-0247-00475,0.018
e15542,247,4/22/2024 9:38,0422-0247-00481,0
e15542,247,4/22/2024 9:38,0422-0247-00490,0.072
e15542,247,4/22/2024 9:39,0422-0247-00501,0.005
e15542,247,4/22/2024 9:39,0422-0247-00507,0.005
e15542,247,4/22/2024 9:39,0422-0247-00499,0.005
e15542,247,4/22/2024 9:39,0422-0247-00518,0.021
e15542,247,4/22/2024 9:39,0422-0247-00511,0.012
e15542,247,4/22/2024 9:40,0422-0247-00517,0.021
e15542,247,4/22/2024 9:40,0422-0247-00535,0.037
e15542,247,4/22/2024 9:40,0422-0247-00530,0.016
e15542,247,4/22/2024 9:40,0422-0247-00532,0.018
e15542,247,4/22/2024 9:40,0422-0247-00533,0.013
e15542,247,4/22/2024 9:41,0422-0247-00529,0.014
e15542,247,4/22/2024 9:41,0422-0247-00548,0.005
e15542,247,4/22/2024 9:41,0422-0247-00545,0.016
e15542,247,4/22/2024 9:41,0422-0247-00550,0.022
e15542,247,4/22/2024 9:42,0422-0247-00552,65.53
e15542,247,4/22/2024 9:42,0422-0247-00553,0.005
e15542,247,4/22/2024 9:42,0422-0247-00558,0.005
e15542,247,4/22/2024 9:42,0422-0247-00578,0.038
e15542,247,4/22/2024 9:42,0422-0247-00561,0.019
e15542,247,4/22/2024 9:43,0422-0247-00565,0.006
e15542,247,4/22/2024 9:43,0422-0247-00584,0.001
e15542,247,4/22/2024 9:43,0422-0247-00577,0.006
e15542,247,4/22/2024 9:44,0422-0247-00598,0.034
e15542,247,4/22/2024 9:44,0422-0247-00579,0.011
e15542,247,4/22/2024 9:44,0422-0247-00601,0.008
e15542,247,4/22/2024 9:44,0422-0247-00604,0.023
e15542,247,4/22/2024 9:44,0422-0247-00610,0.027
e15542,247,4/22/2024 9:44,0422-0247-00611,0.004
e15542,247,4/22/2024 9:45,0422-0247-00607,0
e15542,247,4/22/2024 9:45,0422-0247-00637,0.011
e15542,247,4/22/2024 9:45,0422-0247-00620,0.023
e15542,247,4/22/2024 9:45,0422-0247-00614,0.024
e15542,247,4/22/2024 9:45,0422-0247-00633,0.029
e15542,247,4/22/2024 9:46,0422-0247-00652,0.018
e15542,247,4/22/2024 9:46,0422-0247-00635,0.019
e15542,247,4/22/2024 9:46,0422-0247-00651,0.022
e15542,247,4/22/2024 9:46,0422-0247-00656,0.073
e15542,247,4/22/2024 9:47,0422-0247-00667,0.015
e15542,247,4/22/2024 9:47,0422-0247-00649,0.021
e15542,247,4/22/2024 9:47,0422-0247-00660,0.018
e15542,247,4/22/2024 9:47,0422-0247-00672,0.013
e15542,247,4/22/2024 9:47,0422-0247-00676,0.013
e15542,247,4/22/2024 9:48,0422-0247-00678,0.011
e15542,247,4/22/2024 9:48,0422-0247-00671,0.001
e15542,247,4/22/2024 9:48,0422-0247-00684,0.003
e15542,247,4/22/2024 9:49,0422-0247-00680,0.017
e15542,247,4/22/2024 9:49,0422-0247-00701,0.023
e15542,247,4/22/2024 9:49,0422-0247-00698,0.003
e15542,247,4/22/2024 9:49,0422-0247-00704,0.018
e15542,247,4/22/2024 9:49,0422-0247-00693,0.011
e15542,247,4/22/2024 9:50,0422-0247-00707,0.005
e15542,247,4/22/2024 9:50,0422-0247-00705,0.013
e15542,247,4/22/2024 9:50,0422-0247-00720,0.007
e15542,247,4/22/2024 9:50,0422-0247-00706,0
e15542,247,4/22/2024 9:50,0422-0247-00733,65.534
e15542,247,4/22/2024 9:51,0422-0247-00734,0
e15542,247,4/22/2024 9:51,0422-0247-00740,0.01
e15542,247,4/22/2024 9:51,0422-0247-00718,0.015
e15542,247,4/22/2024 9:51,0422-0247-00746,0.009
e15542,247,4/22/2024 9:52,0422-0247-00731,0.007
e15542,247,4/22/2024 9:52,0422-0247-00730,0
e15542,247,4/22/2024 9:52,0422-0247-00758,0.001
e15542,247,4/22/2024 9:52,0422-0247-00759,0.001
e15542,247,4/22/2024 9:52,0422-0247-00771,0.002
e15542,247,4/22/2024 9:53,0422-0247-00773,0.004
e15542,247,4/22/2024 9:53,0422-0247-00767,0.013
e15542,247,4/22/2024 9:53,0422-0247-00776,0.061
e15542,247,4/22/2024 9:53,0422-0247-00786,0.005
e15542,247,4/22/2024 9:53,0422-0247-00769,0.008
e15542,247,4/22/2024 9:54,0422-0247-00803,0.008
e15542,247,4/22/2024 9:54,0422-0247-00794,0.013
e15542,247,4/22/2024 9:54,0422-0247-00807,0.009
e15542,247,4/22/2024 9:54,0422-0247-00811,0.008
e15542,247,4/22/2024 9:55,0422-0247-00785,0.008
e15542,247,4/22/2024 9:55,0422-0247-00816,0.008
e15542,247,4/22/2024 9:55,0422-0247-00824,0.004
e15542,247,4/22/2024 9:55,0422-0247-00825,0.016
e15542,247,4/22/2024 9:55,0422-0247-00809,0.001
e15542,247,4/22/2024 9:55,0422-0247-00835,0.018
e15542,247,4/22/2024 9:56,0422-0247-00815,0.008
e15542,247,4/22/2024 9:56,0422-0247-00818,65.531
e15542,247,4/22/2024 9:56,0422-0247-00830,0.007
e15542,247,4/22/2024 9:56,0422-0247-00849,0.027
e15542,247,4/22/2024 9:57,0422-0247-00854,0.008
e15542,247,4/22/2024 9:57,0422-0247-00858,0.019
e15542,247,4/22/2024 9:57,0422-0247-00848,0.017
e15542,247,4/22/2024 9:57,0422-0247-00844,0.006
e15542,247,4/22/2024 9:58,0422-0247-00846,0.005
e15542,247,4/22/2024 9:58,0422-0247-00862,0.019
e15542,247,4/22/2024 9:58,0422-0247-00871,0.007
e15542,247,4/22/2024 9:58,0422-0247-00880,0.014
e15542,247,4/22/2024 9:58,0422-0247-00872,0.008
e15542,247,4/22/2024 9:59,0422-0247-00875,0.01
e15542,247,4/22/2024 9:59,0422-0247-00892,0
e15542,247,4/22/2024 9:59,0422-0247-00893,0.017
e15542,247,4/22/2024 9:59,0422-0247-00890,0.003
e15542,247,4/22/2024 9:59,0422-0247-00910,0.011
e15542,247,4/22/2024 9:59,0422-0247-00897,0.008
e15542,247,4/22/2024 10:00,0422-0247-00901,0.004
e15542,247,4/22/2024 10:00,0422-0247-00903,0.001
e15542,247,4/22/2024 10:00,0422-0247-00930,0.009
e15542,247,4/22/2024 10:01,0422-0247-00922,0.013
e15542,247,4/22/2024 10:01,0422-0247-00918,0.009
e15542,247,4/22/2024 10:01,0422-0247-00924,0.009
e15542,247,4/22/2024 10:01,0422-0247-00942,0.032
e15542,247,4/22/2024 10:01,0422-0247-00929,0.001
e15542,247,4/22/2024 10:01,0422-0247-00934,0.002
e15542,247,4/22/2024 10:02,0422-0247-00954,0.033
e15542,247,4/22/2024 10:02,0422-0247-00949,0.01
e15542,247,4/22/2024 10:02,0422-0247-00959,0.005
e15542,247,4/22/2024 10:02,0422-0247-00962,0.06
e15542,247,4/22/2024 10:02,0422-0247-00958,0.028
e15542,247,4/22/2024 10:03,0422-0247-00952,0.081
e15542,247,4/22/2024 10:03,0422-0247-00972,0.01
e15542,247,4/22/2024 10:03,0422-0247-00977,0.01
e15542,247,4/22/2024 10:03,0422-0247-00969,0.002
e15542,247,4/22/2024 10:04,0422-0247-00990,0.005
e15542,247,4/22/2024 10:04,0422-0247-00991,0.013
e15542,247,4/22/2024 10:04,0422-0247-00993,0.002
e15542,247,4/22/2024 10:04,0422-0247-00998,0.02
e15542,247,4/22/2024 10:04,0422-0247-00983,0.029
e15542,247,4/22/2024 10:05,0422-0247-01012,0.031
e15542,247,4/22/2024 10:05,0422-0247-00986,0.005
e15542,247,4/22/2024 10:05,0422-0247-01008,0.018
e15542,247,4/22/2024 10:05,0422-0247-01010,0.191
e15542,247,4/22/2024 10:06,0422-0247-01030,0.183
e15542,247,4/22/2024 10:06,0422-0247-01011,0.02
e15542,247,4/22/2024 10:06,0422-0247-01026,0.028
e15542,247,4/22/2024 10:06,0422-0247-01046,0.013
e15542,247,4/22/2024 10:06,0422-0247-01038,0.004
e15542,247,4/22/2024 10:07,0422-0247-01045,0.03
e15542,247,4/22/2024 10:07,0422-0247-01023,0.169
e15542,247,4/22/2024 10:07,0422-0247-01035,0.009
e15542,247,4/22/2024 10:07,0422-0247-01057,0.009
e15542,247,4/22/2024 10:08,0422-0247-01062,0.03
e15542,247,4/22/2024 10:08,0422-0247-01051,0.02
e15542,247,4/22/2024 10:08,0422-0247-01058,0.014
e15542,247,4/22/2024 10:08,0422-0247-01065,0.017
e15542,247,4/22/2024 10:08,0422-0247-01071,0
e15542,247,4/22/2024 10:08,0422-0247-01072,0.067
e15542,247,4/22/2024 10:09,0422-0247-01083,0.03
e15542,247,4/22/2024 10:09,0422-0247-01082,0.025
e15542,247,4/22/2024 10:09,0422-0247-01087,0.012
e15542,247,4/22/2024 10:09,0422-0247-01096,0.002
e15542,247,4/22/2024 10:09,0422-0247-01090,0.011
e15542,247,4/22/2024 10:10,0422-0247-01097,0.008
e15542,247,4/22/2024 10:10,0422-0247-01100,0.006
e15542,247,4/22/2024 10:10,0422-0247-01119,0.035
e15542,247,4/22/2024 10:10,0422-0247-01121,0.036
e15542,247,4/22/2024 10:11,0422-0247-01108,0.011
e15542,247,4/22/2024 10:11,0422-0247-01116,0.075
e15542,247,4/22/2024 10:11,0422-0247-01127,0.016
e15542,247,4/22/2024 10:11,0422-0247-01125,0.023
e15542,247,4/22/2024 10:12,0422-0247-01112,0.001
e15542,247,4/22/2024 10:12,0422-0247-01138,0.031
e15542,247,4/22/2024 10:12,0422-0247-01135,0.018
e15542,247,4/22/2024 10:12,0422-0247-01129,0.011
e15542,247,4/22/2024 10:12,0422-0247-01142,0.004
e15542,247,4/22/2024 10:12,0422-0247-01136,0.024
e15542,247,4/22/2024 10:13,0422-0247-01157,0.004
e15542,247,4/22/2024 10:13,0422-0247-01155,0.003
e15542,247,4/22/2024 10:13,0422-0247-01163,0.005
e15542,247,4/22/2024 10:13,0422-0247-01175,0.011
e15542,247,4/22/2024 10:13,0422-0247-01165,0.018
e15542,247,4/22/2024 10:14,0422-0247-01176,0.026
e15542,247,4/22/2024 10:14,0422-0247-01179,0.007
e15542,247,4/22/2024 10:14,0422-0247-01186,0.013
e15542,247,4/22/2024 10:14,0422-0247-01184,0.009
e15542,247,4/22/2024 10:15,0422-0247-01193,0.029
e15542,247,4/22/2024 10:15,0422-0247-01198,0.009
e15542,247,4/22/2024 10:15,0422-0247-01200,0.007
e15542,247,4/22/2024 10:15,0422-0247-01197,0.008
e15542,247,4/22/2024 10:16,0422-0247-01219,0.023
e15542,247,4/22/2024 10:16,0422-0247-01205,0.016
e15542,247,4/22/2024 10:16,0422-0247-01229,0.01
e15542,247,4/22/2024 10:16,0422-0247-01218,0.005
e15542,247,4/22/2024 10:16,0422-0247-01221,0.008
e15542,247,4/22/2024 10:17,0422-0247-01227,0.019
e15542,247,4/22/2024 10:17,0422-0247-01238,0.018
e15542,247,4/22/2024 10:17,0422-0247-01224,0.046
e15542,247,4/22/2024 10:17,0422-0247-01235,0.046
e15542,247,4/22/2024 10:18,0422-0247-01231,0.001
e15542,247,4/22/2024 10:18,0422-0247-01243,0.006
e15542,247,4/22/2024 10:18,0422-0247-01244,0.011
e15542,247,4/22/2024 10:18,0422-0247-01255,0.033
e15542,247,4/22/2024 10:18,0422-0247-01259,0.02
e15542,247,4/22/2024 10:19,0422-0247-01263,0.011
e15542,247,4/22/2024 10:19,0422-0247-01258,0.094
e15542,247,4/22/2024 10:19,0422-0247-01261,0.003
e15542,247,4/22/2024 10:19,0422-0247-01281,0.018
e15542,247,4/22/2024 10:20,0422-0247-01280,0.009
e15542,247,4/22/2024 10:20,0422-0247-01279,0.028
e15542,247,4/22/2024 10:20,0422-0247-01293,0.004
e15542,247,4/22/2024 10:20,0422-0247-01286,0.019
e15542,247,4/22/2024 10:21,0422-0247-01285,0.014
e15542,247,4/22/2024 10:21,0422-0247-01288,0.011
e15542,247,4/22/2024 10:21,0422-0247-01310,0.006
e15542,247,4/22/2024 10:21,0422-0247-01316,0.019
e15542,247,4/22/2024 10:21,0422-0247-01315,0.032
e15542,247,4/22/2024 10:22,0422-0247-01304,0.012
e15542,247,4/22/2024 10:22,0422-0247-01329,0.009
e15542,247,4/22/2024 10:22,0422-0247-01324,0.007
e15542,247,4/22/2024 10:22,0422-0247-01330,0.005
e15542,247,4/22/2024 10:23,0422-0247-01333,0.026
e15542,247,4/22/2024 10:23,0422-0247-01327,0.019
e15542,247,4/22/2024 10:23,0422-0247-01342,0.021
e15542,247,4/22/2024 10:23,0422-0247-01347,0.003
e15542,247,4/22/2024 10:23,0422-0247-01352,0.003
e15542,247,4/22/2024 10:23,0422-0247-01341,0.005
e15542,247,4/22/2024 10:24,0422-0247-01359,0.006
e15542,247,4/22/2024 10:24,0422-0247-01353,0.001
e15542,247,4/22/2024 10:24,0422-0247-01357,0.003
e15542,247,4/22/2024 10:25,0422-0247-01363,0.007
e15542,247,4/22/2024 10:25,0422-0247-01379,0.008
e15542,247,4/22/2024 10:25,0422-0247-01385,0.009
e15542,247,4/22/2024 10:25,0422-0247-01377,0.016
e15542,247,4/22/2024 10:25,0422-0247-01388,0.019
e15542,247,4/22/2024 10:25,0422-0247-01384,0.016
e15542,247,4/22/2024 10:26,0422-0247-01391,0.024
e15542,247,4/22/2024 10:26,0422-0247-01407,0.015
e15542,247,4/22/2024 10:26,0422-0247-01401,0.006
e15542,247,4/22/2024 10:26,0422-0247-01396,0.011
e15542,247,4/22/2024 10:26,0422-0247-01418,0.011
e15542,247,4/22/2024 10:27,0422-0247-01423,0.016
e15542,247,4/22/2024 10:27,0422-0247-01426,0.009
e15542,247,4/22/2024 10:27,0422-0247-01430,0.008
